word;image;image_html;english;spanish;portuguese;french;french_audio;french_audio_html;chinese_simplified;chinese_pinyin;chinese_jyutping;hindi;arabic;russian;bengali;japanese
mother;vocab-mother.jpg;"<img src=""vocab-mother.jpg"">";mother;madre;mãe;mère;vocab-french-mère.mp3;[sound:vocab-french-mère.mp3];母亲;mǔqīn;mǒucān;मां;أم;мать;মা;母
mountain;vocab-mountain.jpg;"<img src=""vocab-mountain.jpg"">";mountain;montaña;montanha;montagne;vocab-french-montagne.mp3;[sound:vocab-french-montagne.mp3];山;shān;sāan;पहाड़;جبل;гора;পর্বত;山
mouse;vocab-mouse.jpg;"<img src=""vocab-mouse.jpg"">";mouse;ratón;mouse;souris;vocab-french-souris.mp3;[sound:vocab-french-souris.mp3];老鼠;lǎoshǔ;lǒusyú;चूहा;الفأر;мышь;মাউস;マウス
mouth;vocab-mouth.jpg;"<img src=""vocab-mouth.jpg"">";mouth;boca;boca;bouche;vocab-french-bouche.mp3;[sound:vocab-french-bouche.mp3];嘴;zuǐ;zéoi;मुंह;فم;рот;মুখ;口
movie;vocab-movie.jpg;"<img src=""vocab-movie.jpg"">";movie;película;filme;film;vocab-french-film.mp3;[sound:vocab-french-film.mp3];电影;diànyǐng;dinjíng;चलचित्र;فيلم;фильм;সিনেমা;映画
murder;vocab-murder.jpg;"<img src=""vocab-murder.jpg"">";murder;asesinato;assassinato;meurtre;vocab-french-meurtre.mp3;[sound:vocab-french-meurtre.mp3];谋杀;móushā;màusâat;हत्या;قتل;убийство;হত্যা;殺人
music;vocab-music.jpg;"<img src=""vocab-music.jpg"">";music;música;música;musique;vocab-french-musique.mp3;[sound:vocab-french-musique.mp3];音乐;yīnyuè;jāmngok;संगीत;موسيقى;музыка;সঙ্গীত;音楽
narrow;vocab-narrow.jpg;"<img src=""vocab-narrow.jpg"">";narrow;estrecho;estreito;étroit;vocab-french-étroit.mp3;[sound:vocab-french-étroit.mp3];窄的;zhǎi de;zâak dīk;संकीर्ण;ضيق;узкий;সংকীর্ণ;狭い
nature;vocab-nature.jpg;"<img src=""vocab-nature.jpg"">";nature;naturaleza;natureza;nature;vocab-french-nature.mp3;[sound:vocab-french-nature.mp3];自然;zìrán;zijìn;प्रकृति;طبيعة سجية;природа;প্রকৃতি;自然
near;vocab-near.jpg;"<img src=""vocab-near.jpg"">";near;cerca;perto;proche;vocab-french-proche.mp3;[sound:vocab-french-proche.mp3];靠近;kàojìn;kâaugan;पास में;قرب;близко;কাছে;近くに
neck;vocab-neck.jpg;"<img src=""vocab-neck.jpg"">";neck;cuello;pescoço;cou;vocab-french-cou.mp3;[sound:vocab-french-cou.mp3];脖子;bózi;butzí;गरदन;رقبة;шея;ঘাড়;首
needle;vocab-needle.jpg;"<img src=""vocab-needle.jpg"">";needle;aguja;agulha;aiguille;vocab-french-aiguille.mp3;[sound:vocab-french-aiguille.mp3];针;zhēn;zām;सुई;إبرة;иголка;সুই;針
neighbor;vocab-neighbor.jpg;"<img src=""vocab-neighbor.jpg"">";neighbor;vecino;vizinho;voisin;vocab-french-voisin.mp3;[sound:vocab-french-voisin.mp3];邻居;línjū;lèongēoi;पड़ोसी;جار;сосед;প্রতিবেশী;隣人
network;vocab-network.jpg;"<img src=""vocab-network.jpg"">";network;red;rede;réseau;vocab-french-réseau.mp3;[sound:vocab-french-réseau.mp3];电脑网络;diànnǎowǎngluò;dinnǒumǒnglok;नेटवर्क;شبكة الاتصال;сеть;অন্তর্জাল;通信網
new;vocab-new.jpg;"<img src=""vocab-new.jpg"">";new;nuevo;novo;nouveau;vocab-french-nouveau.mp3;[sound:vocab-french-nouveau.mp3];新的;xīn de;sān dīk;नवीन व;الجديد;новый;নতুন;新着
newspaper;vocab-newspaper.jpg;"<img src=""vocab-newspaper.jpg"">";newspaper;periódico;jornal;journal;vocab-french-journal.mp3;[sound:vocab-french-journal.mp3];报纸;bàozhǐ;bôuzí;समाचार पत्र;جريدة;газета;সংবাদপত্র;新聞
night;vocab-night.jpg;"<img src=""vocab-night.jpg"">";night;noche;noite;nuit;vocab-french-nuit.mp3;[sound:vocab-french-nuit.mp3];夜晚;yèwǎn;jemǎan;रात;ليل;ночь;রাত;夜
nine;vocab-nine.jpg;"<img src=""vocab-nine.jpg"">";nine;nueve;nove;neuf;vocab-french-neuf.mp3;[sound:vocab-french-neuf.mp3];九;jiǔ;gáu;नौ;تسع;девять;নয়;九つ
nineteen;vocab-nineteen.jpg;"<img src=""vocab-nineteen.jpg"">";nineteen;diecinueve;dezenove;dix-neuf;vocab-french-dix-neuf.mp3;[sound:vocab-french-dix-neuf.mp3];十九;shíjiǔ;sapgáu;उन्नीस;تسعة عشر;девятна́дцать;উনিশ;十九
ninety;vocab-ninety.jpg;"<img src=""vocab-ninety.jpg"">";ninety;noventa;noventa;quatre-vingt-dix;vocab-french-quatre-vingt-dix.mp3;[sound:vocab-french-quatre-vingt-dix.mp3];九十;jiǔshí;gáusap;नव्वे;تسعين;девяносто;নব্বুই;90
no;vocab-no.jpg;"<img src=""vocab-no.jpg"">";no;no;não;non;vocab-french-non.mp3;[sound:vocab-french-non.mp3];NA;na;NA;नहीं न;لا;нет;না;番号
north;vocab-north.jpg;"<img src=""vocab-north.jpg"">";north;norte;norte;nord;vocab-french-nord.mp3;[sound:vocab-french-nord.mp3];北;běi;bāk;उत्तरी;شمال;север;উত্তর;北
nose;vocab-nose.jpg;"<img src=""vocab-nose.jpg"">";nose;nariz;nariz;nez;vocab-french-nez.mp3;[sound:vocab-french-nez.mp3];鼻子;bízi;beizí;नाक;الأنف;нос;নাক;鼻
note;vocab-note.jpg;"<img src=""vocab-note.jpg"">";note;nota;nota;note;vocab-french-note.mp3;[sound:vocab-french-note.mp3];笔记;bǐjì;bātgêi;ध्यान दें;ملاحظة;примечание;বিঃদ্রঃ;注意
November;vocab-November.jpg;"<img src=""vocab-November.jpg"">";November;noviembre;novembro;novembre;vocab-french-novembre.mp3;[sound:vocab-french-novembre.mp3];十一月;shíyīyuè;sapjātjyut;नवंबर;شهر نوفمبر;ноябрь;নভেম্বর;十一月
nuclear;vocab-nuclear.jpg;"<img src=""vocab-nuclear.jpg"">";nuclear;nuclear;nuclear;nucléaire;vocab-french-nucléaire.mp3;[sound:vocab-french-nucléaire.mp3];核;hé;wat;नाभिकीय;نووي;ядерной;পারমাণবিক;核の
number;vocab-number.jpg;"<img src=""vocab-number.jpg"">";number;número;número;numéro;vocab-french-numéro.mp3;[sound:vocab-french-numéro.mp3];数字;shùzì;sôuzi;संख्या;عدد;номер;সংখ্যা;数
ocean;vocab-ocean.jpg;"<img src=""vocab-ocean.jpg"">";ocean;océano;oceano;océan;vocab-french-océan.mp3;[sound:vocab-french-océan.mp3];海洋;hǎiyáng;hóijòeng;सागर;محيط;океан;মহাসাগর;海洋
October;vocab-October.jpg;"<img src=""vocab-October.jpg"">";October;octubre;outubro;octobre;vocab-french-octobre.mp3;[sound:vocab-french-octobre.mp3];十月;shíyuè;sapjyut;अक्टूबर;اكتوبر;октября;অক্টোবর;10月
office;vocab-office.jpg;"<img src=""vocab-office.jpg"">";office;oficina;escritório;bureau;vocab-french-bureau.mp3;[sound:vocab-french-bureau.mp3];办公室;bàngōngshì;baangūngsāt;कार्यालय;مكتب. مقر. مركز;офис;দপ্তর;オフィス
oil;vocab-oil.jpg;"<img src=""vocab-oil.jpg"">";oil;aceite;óleo;pétrole;vocab-french-pétrole.mp3;[sound:vocab-french-pétrole.mp3];油;yóu;jàu;तेल;نفط;масло;তেল;油
old (people);vocab-old (people).jpg;"<img src=""vocab-old (people).jpg"">";old;viejo;velho;vieille;vocab-french-vieille.mp3;[sound:vocab-french-vieille.mp3];老的;lǎo de;lǒu dīk;पुराना;عجوز;пожилой;পুরাতন;年取った
old (things);vocab-old (things).jpg;"<img src=""vocab-old (things).jpg"">";old;viejo;velho;vieille;vocab-french-vieille.mp3;[sound:vocab-french-vieille.mp3];旧的;jiù de;gau dīk;पुराना;قديم;старый;পুরাতন;古い
one;vocab-one.jpg;"<img src=""vocab-one.jpg"">";one;uno;um(a);une;vocab-french-une.mp3;[sound:vocab-french-une.mp3];一;yī;jāt;एक;واحد;один;এক;1
open;vocab-open.jpg;"<img src=""vocab-open.jpg"">";open;abrir;abrir;ouvrir;vocab-french-ouvrir.mp3;[sound:vocab-french-ouvrir.mp3];打开;dǎkāi;dáahōi;खुला हुआ;لفتح;открыть;খোলা;開いた
orange (color);vocab-orange (color).jpg;"<img src=""vocab-orange (color).jpg"">";orange;naranja;laranja;orange;vocab-french-orange.mp3;[sound:vocab-french-orange.mp3];橘子;júzi;gwātzí;संतरा;البرتقالي;апельсин;কমলা;オレンジ
orange (fruit);vocab-orange (fruit).jpg;"<img src=""vocab-orange (fruit).jpg"">";orange;naranja;laranja;orange;vocab-french-orange.mp3;[sound:vocab-french-orange.mp3];橘子;júzi;gwātzí;संतरा;البرتقالي;апельсин;কমলা;オレンジ
outside;vocab-outside.jpg;"<img src=""vocab-outside.jpg"">";outside;afuera;fora;extérieur;vocab-french-extérieur.mp3;[sound:vocab-french-extérieur.mp3];外面;wàimiàn;ngoimin;बाहर;الخارج;за пределами;বাহিরে;外側
page;vocab-page.jpg;"<img src=""vocab-page.jpg"">";page;página;página;page;vocab-french-page.mp3;[sound:vocab-french-page.mp3];页;yè;jip;पृष्ठ;صفحة;страница;পৃষ্ঠা;ページ
pain;vocab-pain.jpg;"<img src=""vocab-pain.jpg"">";pain;dolor;dor;douleur;vocab-french-douleur.mp3;[sound:vocab-french-douleur.mp3];痛;tòng;tûng;दर्द;الم;боль;ব্যথা;痛み
paint;vocab-paint.jpg;"<img src=""vocab-paint.jpg"">";paint;pintar;pintar;peinturer;vocab-french-peinturer.mp3;[sound:vocab-french-peinturer.mp3];画;huà;waak;रंग;رسم;краска;রং;ペイント
pants;vocab-pants.jpg;"<img src=""vocab-pants.jpg"">";pants;pantalones;calça;pantalon;vocab-french-pantalon.mp3;[sound:vocab-french-pantalon.mp3];裤子;kùzi;fûzí;पैंट;بنطال;брюки;প্যান্ট;パンツ
paper;vocab-paper.jpg;"<img src=""vocab-paper.jpg"">";paper;papel;papel;papier;vocab-french-papier.mp3;[sound:vocab-french-papier.mp3];纸;zhǐ;zí;कागज़;ورق;бумага;কাগজ;論文
parent;vocab-parent.jpg;"<img src=""vocab-parent.jpg"">";parent;padre;pai;parent;vocab-french-parent.mp3;[sound:vocab-french-parent.mp3];爸爸;bàba;bāabāa;पिता;بابا;папа;বাবা;パパ
park;vocab-park.jpg;"<img src=""vocab-park.jpg"">";park;parque;parque;parc;vocab-french-parc.mp3;[sound:vocab-french-parc.mp3];公园;gōngyuán;gūngjyún;पार्क;حديقة;парк;পার্ক;パーク
pass;vocab-pass.jpg;"<img src=""vocab-pass.jpg"">";pass;pasar;passar;passer;vocab-french-passer.mp3;[sound:vocab-french-passer.mp3];通过;tōngguò;tūnggwô;पारित करने के लिए;يمر;пройти;অতিক্রম করতে;合格する
patient;vocab-patient.jpg;"<img src=""vocab-patient.jpg"">";patient;paciente;paciente;patient;vocab-french-patient.mp3;[sound:vocab-french-patient.mp3];病人;bìngrén;bengjàn;मरीज़;مريض;пациент;রোগী;患者
pattern;vocab-pattern.jpg;"<img src=""vocab-pattern.jpg"">";pattern;patrón;padrão;modèle;vocab-french-modèle.mp3;[sound:vocab-french-modèle.mp3];图案;túàn;tòuôn;प्रतिरूप;نمط;шаблон;প্যাটার্ন;パターン
pay;vocab-pay.jpg;"<img src=""vocab-pay.jpg"">";pay;pagar;pagar;payer;vocab-french-payer.mp3;[sound:vocab-french-payer.mp3];支付;zhīfù;zīfu;भुगतान करने के लिए;يدفع;платить;পরিশোধ করতে;支払う
peace;vocab-peace.jpg;"<img src=""vocab-peace.jpg"">";peace;paz;paz;paix;vocab-french-paix.mp3;[sound:vocab-french-paix.mp3];和平;hépíng;wòpìng;शांति;سلام;мир;শান্তি;平和
pen;vocab-pen.jpg;"<img src=""vocab-pen.jpg"">";pen;bolígrafo;caneta;stylo;vocab-french-stylo.mp3;[sound:vocab-french-stylo.mp3];笔;bǐ;bāt;कलम;قلم جاف;ручка;কলম;ペン
pencil;vocab-pencil.jpg;"<img src=""vocab-pencil.jpg"">";pencil;lápiz;lápis;crayon;vocab-french-crayon.mp3;[sound:vocab-french-crayon.mp3];铅笔;qiānbǐ;jyùnbāt;पेंसिल;قلم;карандаш;পেন্সিল;鉛筆
person;vocab-person.jpg;"<img src=""vocab-person.jpg"">";person;persona;pessoa;personne;vocab-french-personne.mp3;[sound:vocab-french-personne.mp3];人;rén;jàn;व्यक्ति;شخص;человек;ব্যক্তি;人
photograph;vocab-photograph.jpg;"<img src=""vocab-photograph.jpg"">";photograph;fotografía;fotografia;photographie;vocab-french-photographie.mp3;[sound:vocab-french-photographie.mp3];摄影;shèyǐng;sîpjíng;फोटोग्राफी;التصوير;фотография;ফটোগ্রাফি;写真術
piece;vocab-piece.jpg;"<img src=""vocab-piece.jpg"">";piece;pieza;peça;pièce;vocab-french-pièce.mp3;[sound:vocab-french-pièce.mp3];块;kuài;fâai;टुकड़ा;قطعة;кусок;টুকরা;一片
pig;vocab-pig.jpg;"<img src=""vocab-pig.jpg"">";pig;cerdo;porco;porc;vocab-french-porc.mp3;[sound:vocab-french-porc.mp3];猪;zhū;zyū;सूअर;خنزير;свинья;শূকর;豚
pink;vocab-pink.jpg;"<img src=""vocab-pink.jpg"">";pink;rosado;rosado;rose;vocab-french-rose.mp3;[sound:vocab-french-rose.mp3];粉红色;fěnhóngsè;fánhùngsīk;गुलाबी;يساري معتدل;розоватый;গোলাপী;がかりました
plane;vocab-plane.jpg;"<img src=""vocab-plane.jpg"">";plane;avión;plano;avion;vocab-french-avion.mp3;[sound:vocab-french-avion.mp3];飞机;fēijī;fēigēi;विमान;طائرة;самолет;সমতল;飛行機
plant;vocab-plant.jpg;"<img src=""vocab-plant.jpg"">";plant;planta;plantar;plante;vocab-french-plante.mp3;[sound:vocab-french-plante.mp3];植物;zhíwù;zikmat;पौधा;مصنع;растение;উদ্ভিদ;工場
plastic;vocab-plastic.jpg;"<img src=""vocab-plastic.jpg"">";plastic;plástico;plástico;plastique;vocab-french-plastique.mp3;[sound:vocab-french-plastique.mp3];塑料;sùliào;sôulíu;प्लास्टिक;بلاستيك;пластик;প্লাস্টিক;プラスチック
plate;vocab-plate.jpg;"<img src=""vocab-plate.jpg"">";plate;plato;prato;plat;vocab-french-plat.mp3;[sound:vocab-french-plat.mp3];盘子;pánzi;pùnzí;प्लेट;لوحة;пластина;প্লেট;プレート
play;vocab-play.jpg;"<img src=""vocab-play.jpg"">";play;jugar;toque;jouer;vocab-french-jouer.mp3;[sound:vocab-french-jouer.mp3];玩;wán;wun;खेल;لعب;играть в;খেলা;演奏する
player;vocab-player.jpg;"<img src=""vocab-player.jpg"">";player;jugador;jogador;joueur;vocab-french-joueur.mp3;[sound:vocab-french-joueur.mp3];播放机;bōfàngjī;bôfônggēi;खिलाड़ी;لاعب;плеер;খেলোয়াড়;プレーヤー
pocket;vocab-pocket.jpg;"<img src=""vocab-pocket.jpg"">";pocket;bolsillo;bolso;poche;vocab-french-poche.mp3;[sound:vocab-french-poche.mp3];口袋;kǒudài;háudói;जेब;جيب;карман;পকেট;ポケット
poison;vocab-poison.jpg;"<img src=""vocab-poison.jpg"">";poison;veneno;poção;poison;vocab-french-poison.mp3;[sound:vocab-french-poison.mp3];毒;dú;duk;ज़हर;سم;яд;বিষ;毒
police;vocab-police.jpg;"<img src=""vocab-police.jpg"">";police;policía;polícia;police;vocab-french-police.mp3;[sound:vocab-french-police.mp3];警察;jǐngchá;gíngcâat;पुलिस;شرطة;полиция;পুলিশ;警察
pool;vocab-pool.jpg;"<img src=""vocab-pool.jpg"">";pool;piscina;piscina;bassin;vocab-french-bassin.mp3;[sound:vocab-french-bassin.mp3];水池;shuǐchí;séoicì;पूल;حوض السباحة;бассейн;পুকুর;プール
poor;vocab-poor.jpg;"<img src=""vocab-poor.jpg"">";poor;pobre;pobre;pauvre;vocab-french-pauvre.mp3;[sound:vocab-french-pauvre.mp3];较差的;jiàochà de;gâaucāa dīk;गरीब;مسكين;бедные;দরিদ্র;貧しいです
pork;vocab-pork.jpg;"<img src=""vocab-pork.jpg"">";pork;cerdo;carne de porco;porc;vocab-french-porc.mp3;[sound:vocab-french-porc.mp3];猪肉;zhūròu;zyūjuk;सुअर का मांस;لحم خنزير;свинина;শুয়োরের মাংস;豚肉
pray;vocab-pray.jpg;"<img src=""vocab-pray.jpg"">";pray;orar;rezar;prier;vocab-french-prier.mp3;[sound:vocab-french-prier.mp3];祈祷;qídǎo;kèitóu;प्रार्थना;صلى;молиться;প্রার্থনা করা;祈る
president;vocab-president.jpg;"<img src=""vocab-president.jpg"">";president;presidente;presidente;président;vocab-french-président.mp3;[sound:vocab-french-président.mp3];总统;zǒngtǒng;zúngtúng;अध्यक्ष;رئيس;президент;সভাপতি;大統領
price;vocab-price.jpg;"<img src=""vocab-price.jpg"">";price;precio;preço;prix;vocab-french-prix.mp3;[sound:vocab-french-prix.mp3];价格;jiàgé;gâagâak;कीमत;السعر;цена;মূল্য;価格
priest;vocab-priest.jpg;"<img src=""vocab-priest.jpg"">";priest;sacerdote;padre;prêtre;vocab-french-prêtre.mp3;[sound:vocab-french-prêtre.mp3];牧师;mùshī;muksī;पुजारी;كاهن;священник;যাজক;祭司
prison;vocab-prison.jpg;"<img src=""vocab-prison.jpg"">";prison;prisión;prisão;prison;vocab-french-prison.mp3;[sound:vocab-french-prison.mp3];监狱;jiānyù;gāamjuk;जेल व;السجن;тюрьма;কারাগার;刑務所
program;vocab-program.jpg;"<img src=""vocab-program.jpg"">";program;programa;programa;programme;vocab-french-programme.mp3;[sound:vocab-french-programme.mp3];程序;chéngxù;cìngzeoi;कार्यक्रम;برنامج;программа;কার্যক্রম;プログラム
pull;vocab-pull.jpg;"<img src=""vocab-pull.jpg"">";pull;jalar;puxar;tirer;vocab-french-tirer.mp3;[sound:vocab-french-tirer.mp3];拉;lā;lāai;खींचें;يحذب;тянуть;টান;引く
push;vocab-push.jpg;"<img src=""vocab-push.jpg"">";push;empujar;empurre;pousser;vocab-french-pousser.mp3;[sound:vocab-french-pousser.mp3];推;tuī;tēoi;धक्का दें;يدفع;толкать;ধাক্কা;押す
put;vocab-put.jpg;"<img src=""vocab-put.jpg"">";put;colocar;colocar;mettre;vocab-french-mettre.mp3;[sound:vocab-french-mettre.mp3];放在;fàngzài;fôngzoi;रखना;لوضع;положить;করা;置く
queen;vocab-queen.jpg;"<img src=""vocab-queen.jpg"">";queen;reina;rainha;reine;vocab-french-reine.mp3;[sound:vocab-french-reine.mp3];女王;nǚwáng;něoiwòng;रानी;ملكة;королева;রাণী;女王
quiet;vocab-quiet.jpg;"<img src=""vocab-quiet.jpg"">";quiet;silencioso;calmo;calme;vocab-french-calme.mp3;[sound:vocab-french-calme.mp3];NA;na;NA;शांत;هدوء;тихий;শান্ত;穏やか
race (competition);vocab-race (competition).jpg;"<img src=""vocab-race (competition).jpg"">";race;carrera;raça;course;vocab-french-course.mp3;[sound:vocab-french-course.mp3];种族;zhǒngzú;zúngzuk;रेस;العنصر;раса;জাতি;人種
race (people);vocab-race (people).jpg;"<img src=""vocab-race (people).jpg"">";race;raza;raça;race;vocab-french-race.mp3;[sound:vocab-french-race.mp3];种族;zhǒngzú;zúngzuk;रेस;العنصر;раса;জাতি;人種
radio;vocab-radio.jpg;"<img src=""vocab-radio.jpg"">";radio;radio;rádio;radio;vocab-french-radio.mp3;[sound:vocab-french-radio.mp3];收音机;shōuyīnjī;sāujāmgēi;रेडियो;مذياع;радио;রেডিও;無線
rain;vocab-rain.jpg;"<img src=""vocab-rain.jpg"">";rain;lluvia;chuva;pluie;vocab-french-pluie.mp3;[sound:vocab-french-pluie.mp3];雨;yǔ;jyǔ;वर्षा;تمطر;дождь;বৃষ্টি;雨
red;vocab-red.jpg;"<img src=""vocab-red.jpg"">";red;rojo;vermelho;rouge;vocab-french-rouge.mp3;[sound:vocab-french-rouge.mp3];红色的;hóngsè de;hùngsīk dīk;लाल;أحمر;красный;লাল;赤
religion;vocab-religion.jpg;"<img src=""vocab-religion.jpg"">";religion;religión;religião;religion;vocab-french-religion.mp3;[sound:vocab-french-religion.mp3];宗教;zōngjiào;zūnggâau;धर्म;دين;религия;ধর্ম;宗教
remember;vocab-remember.jpg;"<img src=""vocab-remember.jpg"">";remember;recordar;lembrar;se souvenir;vocab-french-se souvenir.mp3;[sound:vocab-french-se souvenir.mp3];记住;jìzhu;gêizyu;याद करते;يتذكر;помните;মনে রাখা;思い出します
reporter;vocab-reporter.jpg;"<img src=""vocab-reporter.jpg"">";reporter;reportero;repórter;journaliste;vocab-french-journaliste.mp3;[sound:vocab-french-journaliste.mp3];记者;jìzhě;gêizé;रिपोर्टर;مراسل;репортер;সংবাদদাতা;レポーター
restaurant;vocab-restaurant.jpg;"<img src=""vocab-restaurant.jpg"">";restaurant;restaurante;restaurante;restaurant;vocab-french-restaurant.mp3;[sound:vocab-french-restaurant.mp3];餐厅;cāntīng;cāantēng;खाने की दुकान;مطعم;ресторан;রেঁস্তোরা;レストラン
rice;vocab-rice.jpg;"<img src=""vocab-rice.jpg"">";rice;arroz;arroz;riz;vocab-french-riz.mp3;[sound:vocab-french-riz.mp3];白饭;báifàn;baakfaan;चावल;أرز;рис;ধান;ご飯
rich;vocab-rich.jpg;"<img src=""vocab-rich.jpg"">";rich;rico;rico;riche;vocab-french-riche.mp3;[sound:vocab-french-riche.mp3];富有的;fùyǒu de;fûjǎu dīk;धनी;ثري;богатые;সমৃদ্ধ;リッチ
right;vocab-right.jpg;"<img src=""vocab-right.jpg"">";right;derecha;direita;droite;vocab-french-droite.mp3;[sound:vocab-french-droite.mp3];正确的;zhèngquè de;zîngkôk dīk;सही;حق;верно;অধিকার;正しい
ring;vocab-ring.jpg;"<img src=""vocab-ring.jpg"">";ring;anillo;anel;bague;vocab-french-bague.mp3;[sound:vocab-french-bague.mp3];戒指;jièzhi;gâaizí;चक्राकार पदार्थ;حلقة;звенеть;রিং;リング
river;vocab-river.jpg;"<img src=""vocab-river.jpg"">";river;río;rio;fleuve;vocab-french-fleuve.mp3;[sound:vocab-french-fleuve.mp3];河;hé;hò;नदी;نهر;река;নদী;川
road;vocab-road.jpg;"<img src=""vocab-road.jpg"">";road;carretera;via;route;vocab-french-route.mp3;[sound:vocab-french-route.mp3];公路;gōnglù;gūnglou;सड़क;طريق;дорога;রাস্তা;道
roof;vocab-roof.jpg;"<img src=""vocab-roof.jpg"">";roof;techo;telhado;toit;vocab-french-toit.mp3;[sound:vocab-french-toit.mp3];屋顶;wūdǐng;ūkdéng;छत;سقف;крыша;ছাদ;ルーフ
room;vocab-room.jpg;"<img src=""vocab-room.jpg"">";room;habitación;quarto;salle;vocab-french-salle.mp3;[sound:vocab-french-salle.mp3];卧室;wòshì;ngosāt;शयनकक्ष;غرفة نوم;спальня;শয়নকক্ষ;ベッドルーム
root;vocab-root.jpg;"<img src=""vocab-root.jpg"">";root;raíz;raiz;racine;vocab-french-racine.mp3;[sound:vocab-french-racine.mp3];根;gēn;gān;जड़;جذر;корень;মূল;ルート
run;vocab-run.jpg;"<img src=""vocab-run.jpg"">";run;correr;correr;courir;vocab-french-courir.mp3;[sound:vocab-french-courir.mp3];跑步;pǎobù;páaubou;चलाने के लिए;يركض;пробег;চালান;ラン
sad;vocab-sad.jpg;"<img src=""vocab-sad.jpg"">";sad;triste;triste;triste;vocab-french-triste.mp3;[sound:vocab-french-triste.mp3];伤心;shāngxīn;sōengsām;उदास;حزين;грустный;দু: খিত;悲しい
salt;vocab-salt.jpg;"<img src=""vocab-salt.jpg"">";salt;sal;sal;sel;vocab-french-sel.mp3;[sound:vocab-french-sel.mp3];盐;yán;jìm;नमक;ملح;соль;লবণ;塩
sand;vocab-sand.jpg;"<img src=""vocab-sand.jpg"">";sand;arena;areia;sable;vocab-french-sable.mp3;[sound:vocab-french-sable.mp3];沙;shā;sāa;रेत;رمل;песок;বালি;砂
Saturday;vocab-Saturday.jpg;"<img src=""vocab-Saturday.jpg"">";Saturday;sábado;sábado;samedi;vocab-french-samedi.mp3;[sound:vocab-french-samedi.mp3];周六;zhōuliù;zāuluk;शनिवार;السبت;суббота;শনিবার;土曜日
say;vocab-say.jpg;"<img src=""vocab-say.jpg"">";say;decir;dizer;dire;vocab-french-dire.mp3;[sound:vocab-french-dire.mp3];说;shuō;syût;कहने के लिए;ليقول;сказать;বলতে;言う
scared;vocab-scared.jpg;"<img src=""vocab-scared.jpg"">";scared;asustado;assustado;effrayé;vocab-french-effrayé.mp3;[sound:vocab-french-effrayé.mp3];害怕的;hàipà de;hoipâa dīk;डरा हुआ;مفزوع;напугана;ভীত;おびえました
school;vocab-school.jpg;"<img src=""vocab-school.jpg"">";school;colegio;escola;école;vocab-french-école.mp3;[sound:vocab-french-école.mp3];学校;xuéxiào;hokhaau;स्कूल;المدرسة;школа;বিদ্যালয়;学校
science;vocab-science.jpg;"<img src=""vocab-science.jpg"">";science;ciencia;ciência;science;vocab-french-science.mp3;[sound:vocab-french-science.mp3];科学;kēxué;fōhok;विज्ञान;علم;наука;বিজ্ঞান;理科
screen;vocab-screen.jpg;"<img src=""vocab-screen.jpg"">";screen;pantalla;tela;écran;vocab-french-écran.mp3;[sound:vocab-french-écran.mp3];屏幕;píngmù;pìngmok;स्क्रीन;شاشة;экран;পর্দা;画面
sea;vocab-sea.jpg;"<img src=""vocab-sea.jpg"">";sea;mar;mar;mer;vocab-french-mer.mp3;[sound:vocab-french-mer.mp3];海;hǎi;hói;समुद्र;لحر;море;সমুদ্র;海
season;vocab-season.jpg;"<img src=""vocab-season.jpg"">";season;temporada;estação;saison;vocab-french-saison.mp3;[sound:vocab-french-saison.mp3];季节;jìjié;gwâizît;मौसम;الموسم;время года;মৌসম;シーズン
second (position);vocab-second (position).jpg;"<img src=""vocab-second (position).jpg"">";second;segundo;segundo;deuxième;vocab-french-deuxième.mp3;[sound:vocab-french-deuxième.mp3];第二;dìèr;daiji;दूसरा;ثانيا;второй;দ্বিতীয়;第2
second (time);vocab-second (time).jpg;"<img src=""vocab-second (time).jpg"">";second;segundo;segundo;deuxième;vocab-french-deuxième.mp3;[sound:vocab-french-deuxième.mp3];第二;dìèr;daiji;दूसरा;ثانيا;второй;দ্বিতীয়;第2
secretary;vocab-secretary.jpg;"<img src=""vocab-secretary.jpg"">";secretary;secretario;secretário;secrétaire;vocab-french-secrétaire.mp3;[sound:vocab-french-secrétaire.mp3];秘书;mìshū;bêisyū;सचिव;سكرتير;секретарь;সম্পাদক;秘書
see;vocab-see.jpg;"<img src=""vocab-see.jpg"">";see;ver;ver;voir;vocab-french-voir.mp3;[sound:vocab-french-voir.mp3];看;kàn;hôn;देखने के लिए;لترى;видеть;দেখতে;見る
seed;vocab-seed.jpg;"<img src=""vocab-seed.jpg"">";seed;semilla;semente;graine;vocab-french-graine.mp3;[sound:vocab-french-graine.mp3];种子;zhǒngzi;zúngzí;बीज;بذرة;семя;বীজ;シード
sell;vocab-sell.jpg;"<img src=""vocab-sell.jpg"">";sell;vender;vender;vendre;vocab-french-vendre.mp3;[sound:vocab-french-vendre.mp3];卖;mài;maai;बेचना;باع;продавать;বিক্রয়;売る
September;vocab-September.jpg;"<img src=""vocab-September.jpg"">";September;septiembre;setembro;septembre;vocab-french-septembre.mp3;[sound:vocab-french-septembre.mp3];九月;jiǔyuè;gáujyut;सितंबर;سبتمبر;сентябрь;সেপ্টেম্বর;九月
